Usuario|comentario|tipo emocion
Judith|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|pensativo
Reginald|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Kenneth|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|enojado
Anthony|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Michael|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Stanley|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|enojado
Julie|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|pensativo
Adriana|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|pensativo
Benjamin|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|enojado
Nicholas|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Jesse|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Troy|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|pensativo
April|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Charles|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|no me gusta
Joan|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|pensativo
Jessica|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Craig|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|no me gusta
Megan|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|enojado
Amy|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Molly|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Sheryl|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Caroline|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|enojado
Joshua|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Jay|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|pensativo
Julian|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Keith|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Sally|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Barbara|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|no me gusta
Melissa|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Katelyn|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|pensativo
Jerry|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|no me gusta
Sandra|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|enojado
Emily|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|no me gusta
Brad|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Tracy|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|no me gusta
William|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Chloe|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|no me gusta
John|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|enojado
Katrina|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Karen|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|pensativo
Mary|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Thomas|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|enojado
Kathryn|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Dustin|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Kimberly|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|enojado
Austin|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Laura|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Kristen|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|pensativo
Anna|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Heather|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|enojado
Jennifer|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Larry|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Brittany|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|pensativo
Deanna|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|enojado
Brian|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|enojado
Christina|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Crystal|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|no me gusta
Samuel|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Natalie|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Richard|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Andrea|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Heidi|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Steven|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Elizabeth|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Theresa|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|pensativo
Jacob|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Kelly|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|no me gusta
Tina|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Jeffrey|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|pensativo
Bryan|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Danielle|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|pensativo
Shelby|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
David|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|no me gusta
Jake|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Carlos|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|no me gusta
Erica|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
James|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|pensativo
Jared|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Linda|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Lauren|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Jeremiah|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|enojado
Zachary|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|alegre
Amanda|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Hunter|Bruno Fernandes del Tottenham Hotspur celebró con los aficionados en el cierre de la liga.|me gusta
Shelley|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|alegre
Robert|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|pensativo
Norma|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
Ryan|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|alegre
Gabriella|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
Justin|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
Nicole|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
Abigail|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
Gina|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|alegre
Omar|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|pensativo
Mark|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
Chad|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|alegre
Kyle|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|me gusta
Dylan|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
Wendy|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|me gusta
Kayla|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|alegre
Judith|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|alegre
Reginald|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|enojado
Kenneth|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|enojado
Anthony|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
Michael|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|alegre
Stanley|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
Julie|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|pensativo
Adriana|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
Benjamin|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|alegre
Nicholas|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|enojado
Jesse|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
Troy|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|enojado
April|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|enojado
Charles|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|enojado
Joan|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
Jessica|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
Craig|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
Megan|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|alegre
Amy|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|alegre
Molly|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|enojado
Sheryl|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|me gusta
Caroline|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|alegre
Joshua|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|pensativo
Jay|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|alegre
Julian|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|pensativo
Keith|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|me gusta
Sally|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|me gusta
Barbara|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|alegre
Melissa|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|me gusta
Katelyn|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|me gusta
Jerry|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|enojado
Sandra|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|me gusta
Emily|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|me gusta
Brad|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
Tracy|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|enojado
William|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|me gusta
Chloe|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|pensativo
John|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|enojado
Katrina|Raheem Sterling del Liverpool dio una asistencia brillante en el cierre de la liga.|no me gusta
